302.2,67,9,-0.5561224,-0.7132972,2.324846
315.4,73,12,-0.4902192,-0.7086744,2.378937
574,109,22,0.7991158,-0.5417265,2.502619
522,124,26,0.6280709,-0.517298,2.671528
517,179,44,0.4233595,-0.2098949,2.425373
419,187,45,-0.02020231,-0.2075834,2.506082
587,188,49,0.8549871,-0.1678579,2.518619
396,216,55,-0.1912355,-0.07905418,2.319283
221.8,81.4,90,-0.8877895,-0.6312529,2.225985
542,99,96,0.7824151,-0.6381714,2.679657
555.4,162.28,129,0.8317829,-0.3157295,2.719932
534,218,150,0.3453587,-0.0296153,2.165531
608,78,155,1.032054,-0.7060207,2.505141
516,122,167,0.6201895,-0.5206295,2.686146
545,275,170,0.3843538,0.2096113,2.189618
219.88,80.2,184,-0.8946632,-0.6479626,2.224454
572.68,232.84,199,0.4191153,0.03775508,2.037258
442,200,224,0.03664254,-0.1380011,2.391379
605,297,233,0.5905951,0.3186385,2.103059
295,131.8,251,-0.6121808,-0.4518345,2.336671
608,206,261,0.7455142,-0.04757596,2.243092
537,217,262,0.3198724,-0.04043575,2.149696
549.64,193.96,287,0.4540744,-0.1196092,2.232819
499,365.8,292,0.2640099,0.635204,2.427239
555,113,295,0.7880619,-0.5523933,2.618641
602,208,307,0.7581363,-0.06364182,2.298134
584.2,401.8,315,0.5362727,0.7692068,2.219005
374.248,225.64,344,-0.3326483,-0.05058309,2.220997
195.4,47.8,352,-0.9981586,-0.7594623,2.213519
294.76,132.04,355,-0.6134253,-0.4530532,2.33886
396.712,424.36,363,-0.3308486,0.7340648,2.203331
297.64,71.56001,364,-0.573987,-0.6950999,2.336457
384.04,339.4,372,-0.4078965,0.3442186,2.003175
334.504,130.6,379,-0.4479498,-0.4489544,2.30909
599.8,361,391,0.8060387,0.6735147,2.436181
197.992,199.72,422,-1.013891,-0.2204023,2.474381
274.024,246.376,522,-0.5490837,-0.001179934,1.913466
430.12,153.64,537,0.6038468,-0.3944668,2.817211
587.08,94.60001,579,-0.004872784,-0.3488826,2.48725
509.8,190.6,626,0.5618593,0.06626464,1.97305
550,197,631,-0.5598235,0.6364572,2.42315
587,277,641,-0.4597144,0.4066618,2.028861
584.2,78.76,650,0.7250715,-0.6315763,2.562411
515.8,122.2,660,0.3822629,-0.1404198,2.309678
333.4,129.4,663,0.6844499,-0.5937862,2.616841
302.2,217,671,-0.5360226,0.6294693,2.45344
300.52,75.88,686,0.3684171,0.4717437,2.758816
433,361,690,0.408253,-0.1851192,2.468041
607,287,756,0.1377745,-0.06550087,2.386536
202.6,196.84,765,0.4480036,0.2616957,2.024026
580,400,771,0.2853726,-0.1099582,2.344117
493,356.2,781,0.8019651,-0.1319705,2.395357
441.64,199.72,805,-0.7009547,-0.6162549,2.360956
585,140,809,0.8591101,-0.3861994,2.579304
269.8,40.6,871,-1.158237,-0.7249149,2.677952
194.2,76.60001,872,-0.4702931,-0.503649,2.300886
140.2,163,875,-0.3597395,-0.2084479,2.328145
329.32,199.72,877,-0.5908696,-0.7845259,2.439286
417.448,185.896,937,0.6524709,0.6995603,2.227228
600,288,951,0.3159967,-0.1097035,2.148598
133,293.8,991,0.2651911,-0.128355,2.309048
495.4,196.6,993,-1.173643,0.3095844,2.785842
163.432,184.168,996,-0.9990804,-0.2213921,2.478845
385.48,346.6,1001,-0.1463867,-0.8582246,2.490736
132.04,296.2,1006,0.354167,-0.104992,2.242604
168.04,299.08,1007,0.2923712,-0.5194513,2.546957
140.68,155.08,1013,-0.6672951,-0.6723868,2.408291
243.4,267.4,1018,-0.2301121,-0.1708561,2.430327
483.1121,197.992,1021,-0.5196725,0.538913,1.76525
128.872,70.12001,1028,0.632692,-0.4984387,2.65905
579.88,106.12,1029,-0.4299376,-0.4473057,2.295659
335.08,129.16,1031,0.4855092,-0.1161223,2.24817
408.52,84.52,1034,0.2904853,-0.1400587,2.395993
523,190.6,1035,-1.104146,0.5133708,2.337803
503.8481,206.632,1040,-1.090135,-0.7367536,2.355675
159.976,66.66401,1041,-0.06934421,-0.6849132,2.382622
540.136,142.696,1044,-0.6096087,-0.2410936,2.432289
291.4,191.8,1046,0.5235525,0.6861971,2.209856
592.84,81.64,1049,0.8013012,-0.4337903,2.69306
424.36,166.6,1052,0.2540739,0.6185226,2.441661
584.2,401.32,1055,0.2799046,-0.2950916,2.513136
548.2,94.60001,1056,-1.000292,-0.2202476,2.417302
244.36,265.96,1059,0.8442547,-0.3009151,2.656161
253,70.12,1060,-1.366121,0.1979054,2.815093
227.368,260.2,1064,0.008527493,0.5819272,2.488714
599.8,94.60001,1065,0.3854049,-0.3418476,2.700974
474.76,162.28,1067,0.7902004,-0.6404619,2.605813
438.1841,360.424,1068,-0.4364576,-0.4387966,2.272847
594.28,157.96,1073,-0.02639534,-0.6154447,2.334649
579.8801,182.44,1074,0.2695695,-0.2533751,2.56238
423.4,89.8,1075,0.2850595,-0.1550245,2.442954
467.56,176.68,1076,-0.4907465,-0.803079,2.335875
312.04,47.08,1078,0.01465665,-0.3436688,2.482569
422.632,159.976,1080,0.1189617,-0.4976445,2.603795
579.8801,154.792,1081,0.5816433,-0.3772582,2.681665
569.512,170.344,1093,0.5997418,-0.09516822,2.22367
577,198.28,1095,-0.1311056,0.003147842,2.240226
591.4,214.6,1103,-1.104693,-0.3761738,2.553555
431.8,242.2,1116,-0.06180869,-0.8773392,2.400065
424.36,168.616,1117,-0.7327971,-0.7706859,2.146143
547,94.60001,17,0.7318001,-0.6349688,2.579381
543,111,21,0.7584086,-0.5888994,2.670615
295,132,24,-0.610104,-0.4507918,2.326887
471,149,33,0.282809,-0.3853373,2.57294
578,162,39,0.8813995,-0.2952261,2.594605
442.6,200.2,51,0.03647994,-0.1388437,2.389008
426,231,58,-0.159582,-0.008542035,2.142898
560.2,152.2,103,0.825913,-0.3643964,2.65157
381,201,108,-0.2350353,-0.1617043,2.413861
375,227,110,-0.3325724,-0.04299613,2.209859
554.2,112.6,126,0.7739265,-0.5479048,2.59856
514,125,128,0.5818764,-0.5011947,2.656285
449,205,135,0.04914382,-0.1092209,2.332558
606,121,187,1.033033,-0.4888221,2.541909
339.4,202.6,191,-0.4213988,-0.1614191,2.408276
541,109,207,0.7525252,-0.5829028,2.666554
520.6,124.6,209,0.6073239,-0.5011541,2.624518
591.4,135.4,212,0.9916028,-0.4258859,2.600442
561.4,164.2,218,0.8215806,-0.2897499,2.638112
305,231,227,-0.6383916,-0.04876663,2.120081
559.72,152.2,253,0.8289648,-0.3403659,2.653784
578.2,161.8,254,0.8778906,-0.2971104,2.588395
577,160.84,320,0.8878508,-0.3029709,2.60077
588,133,336,0.9560217,-0.4330901,2.585279
561.16,163.72,357,0.8242907,-0.2924537,2.648634
198.28,199.72,358,-1.023568,-0.2244068,2.508952
497.8,365.32,374,0.2622467,0.6301755,2.426691
578.152,159.976,405,0.876361,-0.291507,2.593953
444.7505,200.0656,456,0.04038032,-0.1396326,2.356017
480.52,316.36,462,0.3812783,0.4674204,2.791514
573.3137,110.9008,513,0.8346579,-0.53945,2.513469
454.8697,350.3602,548,0.5283067,0.6198654,2.478491
243.6112,92.23841,553,0.6967145,-0.5948168,2.518154
548.4305,274.7153,562,0.7223058,0.2144403,2.11094
576.4241,242.92,575,-0.5346337,0.5415544,2.327912
441.64,199.72,629,0.03215674,-0.1060801,2.130324
315,73,649,1.037906,-0.7449576,2.720841
481.384,318.952,688,-0.01225338,0.5909639,2.521947
309.1536,241.0732,729,0.4604785,0.05142674,2.262991
384.04,430.12,768,-0.4748077,0.3325146,1.933728
291.88,132.04,791,1.051401,-0.08746147,2.447562
480.52,319.24,802,-0.2858534,-0.7912268,2.55055
274.6,245.8,810,-0.8683524,-0.6611077,2.256181
480.52,176.68,823,-0.007359764,-0.4574375,2.808517
560.8721,334.435,828,0.5257424,-0.2827541,2.803381
134,105,873,-1.162711,-0.5089754,2.825766
303,131,874,-1.066058,-0.3656411,2.688976
284.2,199,881,-1.351259,0.1200577,3.051059
395,202,882,-0.4396225,-1.024487,2.537937
301,76.60001,887,-0.6164627,-0.2286745,2.141518
289,218.44,890,0.4430927,-0.3129615,2.526226
481,176,892,-0.3276224,-0.5018022,2.299527
337,129,894,-1.023193,-0.7745096,2.404802
289,201.4,895,-0.7980206,-0.6822783,2.230634
117.64,293.32,900,-0.5709655,-1.020099,2.419332
398.2,440.2,901,0.06248325,-0.9519042,2.594648
263,37,904,1.334856,-0.7011714,2.608358
378,197,908,-1.206164,-0.7286366,2.775008
125.416,108.8272,910,0.452224,-0.2120606,2.252512
517.96,189.64,912,-0.05654858,-0.06249997,2.074832
263.8,73,915,-0.4518462,-0.733367,2.340079
436.4561,173.1088,922,-0.1311605,-0.07645046,2.163286
375.4,225.64,923,1.221879,-0.2651314,2.323079
536.68,215.56,930,-0.3221368,-0.2151102,2.388286
337.96,201.448,932,0.6287161,0.497008,2.599407
139.24,156.52,936,0.5056652,-0.01594373,1.949345
482.0753,316.1873,943,-0.1775507,-0.1163237,2.421924
376.3217,224.9488,945,0.9683869,0.5369297,2.333787
525.6208,156.52,948,0.9707178,-0.2507158,2.159863
502.6454,215.9909,953,0.8601926,-0.6020349,2.508515
553.4072,112.9744,955,-0.9438982,-0.3228737,2.540917
336.9233,200.0656,958,-0.7560498,-0.005803363,2.139079
458.851,351.8532,959,-0.630439,-0.1337543,2.085116
272.227,244.8554,962,1.07096,0.6545199,2.464515
258.9891,198.075,966,0.781644,0.5203239,2.21127
416.6491,226.7405,976,1.232847,-0.6696843,2.913355
544.4492,353.3462,977,0.1493192,0.5251037,2.578433
370.0677,205.2414,980,-1.186002,0.2024033,2.782053
163,97,981,0.38041,0.4574249,2.643577
167.8,298.6,982,-0.9378639,-0.7148125,2.125655
491,321,983,-0.7492332,-0.6742349,2.240035
204,49,984,-0.948717,-0.6268592,2.108777
253,70.60001,985,-0.03543805,-0.1372417,2.403188
200.2,73,986,0.2728427,-0.5338313,2.68193
422.2,202.6,987,-1.242601,-0.4563396,2.667358
453,125,988,0.3451678,-0.1656989,2.334649
140.2,154.6,989,-1.347695,0.1778199,2.823087
508,193,990,-0.3700046,0.7225336,2.114855
385,432,992,-1.34837,0.1765209,2.685021
128,299,994,-1.147039,-0.3077761,2.557673
172.6,319,995,0.1803894,-0.3746086,2.565874
448,153,997,-0.201055,-0.03916932,2.201122
199,199,998,-1.300829,0.1394669,2.796805
404.2,226.6,999,-0.4165298,0.3575459,1.878867
142.6,287.8,1000,-0.5193309,0.5448958,1.771885
369.4,416.2,1002,-1.10535,-0.7118967,2.343074
379.72,47.08,1003,0.2636791,-0.4483052,2.551946
159.4,71.56001,1004,-1.30629,0.1661703,2.5187
464.2,135.4,1005,-1.182738,0.2016273,2.757878
523,203,1008,0.2511035,-0.1380825,2.388563
469,119.08,1009,0.531164,0.6887788,2.217088
483.4,198.28,1010,0.7740628,0.6426034,2.321692
577,383.8,1011,-1.239957,-0.4338713,2.665985
608,363,1012,0.250248,-0.1490574,2.387347
483.4,195.4,1014,0.3830562,-0.1620452,2.2706
270.28,85.96001,1015,-0.6217248,-0.1982954,2.297737
526.6,188.2,1016,-0.8581958,0.06170925,2.013529
293.8,197.8,1017,-0.1188997,-0.7245871,2.387031
395.56,67.24001,1019,0.2549756,-0.1420659,2.39805
377.8,197.8,1020,0.5175694,0.6960931,2.219523
575.56,384.04,1022,-0.6892956,-0.6619418,2.195987
369.64,415.72,1023,0.6260837,-0.5346608,2.64549
269.8,69.4,1024,-0.6268265,-0.1054313,2.068881
519.4,123.4,1025,0.1537108,0.02065909,2.16055
303.4,215.56,1026,-1.246674,-0.8095911,2.532131
491.8,233.8,1027,0.8828549,-0.5543762,2.522892
520.84,127.72,1030,0.2942345,-0.3874887,2.559234
470.44,149.32,1032,-0.01365986,-0.7036838,2.515388
549.4,196.6,1033,0.3943293,-0.1518397,2.304583
490.6,198.28,1036,0.3296637,-0.3290736,2.623907
185.8,386.2,1037,0.03044731,0.5793995,2.507194
471.88,163.72,1038,0.2812361,-0.08261207,2.29881
438.76,359.56,1039,-1.105887,-0.7582433,2.369364
163.432,68.39201,1042,0.7242395,-0.4144004,2.656025
407.08,77.03201,1043,0.8780993,-0.2287256,2.516096
585.064,175.528,1045,-0.08749188,-0.1188484,2.327001
417.7937,206.2864,1047,0.9150144,-0.6481821,2.4665
576.4241,384.616,1048,0.2543744,-0.5085312,2.468101
469.6337,119.1952,1050,-0.007300276,-0.3023982,2.413874
547.048,139.24,1051,0.4788933,-0.127837,2.226253
548.4305,193.8448,1053,0.5107245,0.7381822,2.148901
490.024,363.88,1054,0.8220931,-0.6628109,2.68663
472.744,163.432,1057,-0.8578649,0.05752534,1.950883
197.992,197.992,1058,-0.7516785,-0.6694875,2.214202
560.8721,163.432,1061,0.8019637,-0.557372,2.62334
128.872,301.672,1062,-0.9115786,0.03513622,1.953752
554.6513,112.9744,1063,1.006079,-0.635185,2.534052
433,360.424,1066,0.04439576,0.5885308,2.546491
