961.0001,661,1261
907,477,1302
988.6,650.2,1434
979,643,1453
1077,574,1510
907.0001,477.4,1194
961.48,660.52,1292
786.8945,571.2401,1295
786.314,592.225,1395
902.2,478.6,1402
1075.24,572.68,1417
946.6,465.4,1421
807,535,1425
807.4,535,1432
809.7041,533.9153,1433
948.52,469,1435
771.3841,602.9745,1449
967,689,1450
1076.2,573.4,1455
965,688,1472
932.6273,491.8959,1486
788.9681,571.2401,1490
910,484,1495
1135.259,455.1185,1519
792.2859,603.1736,1527
809.7041,534.952,1531
1136.869,452.4809,1544
947.9441,472.744,1546
932.3921,495.208,1547
999,689,1548
996.3281,647.9633,1550
928.9361,495.208,1552
1135.674,453.8744,1557
931.6319,493.6875,1558
932.0465,494.5169,1561
909,482,1562
1072.6,571,1568
