1227.88,386.92,439
845.8,383.8,454
1060.84,379.72,481
857.8,418.6,544
816.04,516.52,576
1215.784,379.432,603
1184.68,434.44,605
1221.4,387.4,627
1040.68,398.44,653
777.4,413.8,682
821.8,482.2,698
821.8,466.6,730
852.04,431.56,740
852,432,403
1223.8,363.4,486
893.8,370.6,493
1222.12,389.8,596
1228.6,387.4,597
825,466,608
835,469,611
826,455,626
814.6,513.64,628
851.8,431.8,631
892.6481,370.1009,636
819.4,471.4,650
824.2,476.2,651
815.9249,515.2529,654
909.237,391.6663,659
828.1178,616.1129,674
832.0991,506.1291,679
893.2123,366.4846,680
817,475,683
817.0001,475,684
823,473,686
813.16,476.2,688
896.7954,365.2902,694
812.2,476.2,700
830.2,469,701
805,460,704
1061.992,379.432,709
911.7253,392.164,714
777.16,414.28,717
801,444,719
841.0001,409,720
846,416,722
1041.256,398.44,724
799,440,728
832.2982,506.2286,733
932.6273,430.9818,734
830,470,736
825,476,737
825,471,738
935.6132,430.9818,743
993.5414,534.8941,744
1060.61,378.3953,745
815.8,518.2,746
1223.8,389.8,748
1060.264,424.36,750
1189,392,752
1190.2,392.2,753
816.6161,517.6721,754
834.5873,506.9585,755
821,467,756
812,476,758
800,448,759
814,514,761
1051.071,401.6196,762
980.403,532.5053,763
1043.109,398.136,765
829.0001,475,766
834.0898,505.6314,767
1061.8,379,768
1086,312,770
849,426,771
892.6481,365.9536,772
818,516,773
835.0001,469,774
