1075.24,386.92,481
1065.16,388.36,560
818.2,419.8,583
818.2,376.6,584
1204.6,400.6,612
768.52,541,659
1044,400,399
1045,399.88,447
1055.053,404.1079,470
906.76,348.04,493
849.4,386.2,515
791.5601,369.64,523
814,427,545
815,380,549
817.0001,413.8,550
1064,389,565
811,417,568
768.2321,542.2097,569
1055.053,425.0098,574
1059,427,577
847,382,580
848,387,581
1053.56,424.0145,587
1187.929,414.0612,588
1053.56,404.1079,595
807.4,440.2,601
1194,468,605
815,418,608
1063,400,609
1056,428,613
821.5486,574.3091,621
819,408,626
790.696,457.192,628
1069.983,386.192,630
808,422,632
835.6241,578.152,635
906.4721,348.328,636
907.1633,347.2913,638
777.3561,365.2902,639
747.4962,574.3091,640
908.7394,347.3742,641
920.6833,374.2481,642
921.8777,373.6509,643
790,650,645
1068.788,384.4005,648
819.4,646.6,650
1133.186,491.1992,652
1139,399,654
1200,426,655
806.2,424.6,656
809.8,425.8,658
1045,400.6,660
791.0417,457.1921,661
1065.448,388.072,662
828.7121,642.0881,663
1056.463,405.3521,665
828.3665,641.7425,666
919.1903,374.2481,667
825.1318,574.3091,669
