896,637,1261
874.6,429.4,1363
871,428,1369
857,454,1402
751,511,1432
899,663,1498
896.7955,448.8977,1103
856.6,454.6,1194
894.3761,638.6321,1233
735.0546,545.9422,1244
753.4681,508.6174,1269
662,503,1271
876,432,1277
889.48,437.32,1278
875.8,431.8,1279
896.2,637,1292
735.0545,546.3569,1295
892,438,1305
735.5522,547.4352,1326
908.2,661,1328
1022,553,1358
932.2,623.8,1370
856.36,454.6,1371
733.96,545.32,1387
742.7186,577.8923,1394
732.5663,565.3511,1395
687,539,1399
887.8375,469.7996,1400
750.9521,510.76,1407
1018.6,550.6,1417
750,511,1425
873,432,1426
751.6433,511.1057,1433
901.0001,443.08,1436
577.4609,268.4944,1444
931.6319,628.0568,1447
714.6504,571.3231,1449
899.8,662.2,1450
931,622,1451
894.3071,635.5217,1454
901,664,1458
899.2838,446.4094,1461
895.2401,637.48,1467
688.7441,534.952,1468
901.772,451.386,1470
899.5601,662.824,1472
565.8488,257.297,1475
876.52,431.56,1476
581.8,267.4,1477
863.6177,450.9713,1478
899.5601,661.96,1479
606.4913,251.9056,1481
610.1409,248.8367,1482
1093.373,436.4561,1483
1019.138,550.5041,1484
1018.723,550.9188,1485
886.0459,470.3968,1486
1019.221,550.4212,1487
687.88,535.2401,1488
687.4,539.8,1490
733.6721,545.3201,1494
574.3091,266.7527,1496
893.8,634.6,1499
896.1041,443.368,1500
864,460,1501
1094.824,438.1841,1504
