812.2,397,1193
824,603,1261
951,517,1262
833,406,1278
817.0001,400.6,1279
607,458.2,1288
801,424,1302
827.8,441.4,1320
836.2,626.2,1328
1186,223,1336
955,521,1358
1174,221,1359
839.4645,416.6491,1103
797.2625,421.9409,1153
840.0617,425.0098,1187
828.715,438.1482,1189
799.0001,422.2,1194
823.2401,602.92,1198
823.5281,604.0721,1233
797.2626,421.5262,1236
843.4,415.72,1239
809.8,397,1241
672.8466,516.0823,1244
810.28,397,1263
687.7765,478.7576,1269
717.6364,544.4492,1282
807.2159,396.643,1284
857.3805,592.225,1285
824.2,603.4,1292
672.8465,515.2529,1295
822.1457,602.3441,1300
670.3582,531.0123,1313
860.9636,589.239,1316
860,591,1323
672.8466,514.5894,1326
1182.952,222.8752,1331
859.4705,627.2273,1332
827.5601,441.64,1338
1200.37,227.4372,1344
828.1178,625.0708,1346
1168.52,242.8648,1347
953.5292,517.5754,1348
821.5486,602.9745,1351
804.5201,419.176,1352
822.1458,604.1689,1353
811.7777,401.2049,1355
826.2929,440.6033,1356
687.3617,480.0017,1364
681.8046,542.0605,1366
1144.035,158.66,1368
859.0001,587.8,1370
798.76,421.48,1371
809.7041,396.712,1373
842.0524,416.5495,1374
1154.785,258.9891,1377
841.96,411.4,1381
844.2641,419.176,1382
827.1224,625.5685,1383
822.1458,603.1736,1386
616.1129,457.8557,1387
842.8817,415.7201,1391
641.7425,463.4129,1392
951.5385,518.5707,1397
1176.731,220.8016,1402
672.04,513.64,1403
679.0673,544.2833,1404
1155.995,260.2,1406
666.6257,538.0625,1408
1032.956,405.8995,1409
1113.279,172.6941,1410
1156.576,260.7807,1411
681.8046,544.4492,1412
669.8606,529.5193,1413
526.5333,224.9489,1414
