849.4,415,1193
868,623,1261
867.4,424.6,1305
907.0001,613,1323
1237,238,1359
661,525,1399
850,451,1419
725,498,1425
906.76,646.12,1453
903.4,609.4,1460
883.0001,605.8,1464
875.2964,434.565,1103
834.5873,440.6033,1153
864.5468,456.0641,1189
835.0001,440.2,1194
867.88,623.08,1198
866.7281,624.808,1233
710.1714,533.5006,1244
729.5803,496.6735,1269
854,419,1277
866.4401,424.36,1278
854.2,418.6,1279
905.7534,616.1129,1285
867.4,623.8,1292
710.1713,533.9153,1295
997,540,1298
865.6913,623.0801,1300
710.1714,550.9188,1313
902.7674,610.1409,1316
711.6644,535.4913,1326
880.6,647.8,1328
866.4401,458.92,1338
657,477,1360
721.2195,563.5596,1366
905,610,1370
834.76,440.2,1371
847.7201,415.72,1373
653.1391,477.5632,1382
710.92,532.36,1387
718.4657,562.9457,1388
717.6364,562.3651,1394
708.6784,550.4212,1395
553.4072,251.8227,1396
753.4682,563.5596,1398
866.9356,454.8697,1400
835.6241,441.64,1406
726.7601,498.6641,1407
874.6,649,1411
840.8081,436.4561,1416
725.32,497.8,1422
727.5896,496.1758,1424
996.3281,538.4081,1427
993.5414,538.4773,1429
661,525.4,1430
725.8,497.8,1432
726.7601,496.5905,1433
899.5601,610.9841,1434
877.96,430.12,1436
904.7441,650.7281,1437
1180.464,304.5751,1438
1072.969,422.0239,1439
659.368,526.3121,1443
995.3329,538.4773,1444
1159.562,610.1409,1447
556.7249,251.9056,1452
658.3313,525.6208,1454
901.772,610.6385,1456
1072.371,423.8155,1457
688.9709,559.9764,1458
872,648,1459
871.9122,453.8744,1463
