903.8801,61.48,456
697.96,253,707
896.6801,51.4,847
856.6,127,862
765.4,214.6,869
281.8,100.36,889
298.6,289,991
509.8,501.4,994
297.64,289,997
274.6,492.04,999
843.0477,93.56553,812
759.88,209.8,864
846.6309,126.4114,874
282.1802,98.0445,896
488.7108,421.5262,899
401.1219,320.5004,903
155.0768,165.8264,910
395.15,330.6527,912
305.5705,502.6454,913
323.4864,509.8118,914
284.2,101.8,922
284.68,473.32,923
286.12,472.744,924
222.4605,145.3226,926
344.9855,312.7368,927
487.7155,419.0379,930
413.0659,305.5705,932
221.9629,144.3273,933
319.9032,520.5613,935
534.8941,542.0605,936
270,485,937
284.2,473.8,938
401.2049,322.4081,941
424.0145,359.3182,944
341.4023,344.9855,945
287.6545,469.7996,946
274.7153,491.1992,947
481.1464,301.9873,950
273,482,957
225.64,145,962
708.0977,193.8448,966
293.3777,473.7809,967
523.5473,500.7377,968
293,504,971
225.64,146.152,974
290.44,473.32,975
282.664,101.224,976
224.9488,144.0784,979
519.4001,498.6641,981
292.1335,473.7809,982
508.6174,498.6641,983
711.6644,174.1871,986
284,474,990
269.8,485.8,992
215.56,133.48,995
545.3201,522.8561,1001
274.7153,85.6029,1002
436.4561,359.3182,1006
307.0634,501.1524,1008
518.5707,498.6641,1009
323.4864,508.6174,1013
308.5564,502.6454,1014
277.2036,481.2459,1015
499.0623,527.7277,1018
