491.752,116.776,12
492.04,98.92001,13
497.8,85,22
449.8,287.8,63
872.2,232.84,68
831.88,54.28,70
909.64,255.88,75
501.4,85,1
492,98,2
498,118,4
1040,181,6
1049,151,7
490.6,117.4,8
491.8,98.2,9
1041.4,181,10
1049.32,150.76,15
1040.68,181,16
484.1489,117.1216,21
1048.583,150.2992,23
1043.109,180.1591,24
631.64,172.9927,25
810.7991,183.7423,26
490.7015,102.5235,27
810.7991,151.4936,28
353,240,29
484.8401,116.776,32
867.7649,237.3904,33
869.4239,232.4138,34
866.9355,237.3905,35
941.5852,263.7667,36
402.3164,280.4882,37
817.1691,88.09122,38
907.545,262.5723,39
939.7936,262.5723,41
911.1282,280.4882,42
497.8,117.4,44
868.4561,239.464,46
491.752,99.49601,47
871.9121,232.552,48
404.1079,282.1802,49
947.9441,261.928,50
947.5572,260.7807,52
866.9356,236.8928,53
881.8655,422.0239,54
567.1428,269.7386,55
508,268,57
490,118,58
562,266,59
352.36,240.04,60
520.6,285.4,61
500.68,85.96001,62
566.2,267.4,64
553,275.8,65
867.88,240.04,66
492.04,290.44,67
436.4561,305.8192,69
815.9249,183.4768,71
351.4384,239.464,72
448.552,294.76,73
587.08,265.96,74
446.824,287.848,76
904.7441,265.384,77
492.4433,115.048,78
562.9457,268.4944,79
587.8289,262.2737,80
446.8241,289.2304,82
581.6081,266.4208,83
936.6085,264.762,84
588.2437,259.7853,86
859.4706,424.0145,88
911.7253,257.7947,89
813.1879,410.0799,90
586.2531,263.7667,91
871.7132,427.3987,93
875.2964,534.8941,95
853.7973,409.4827,96
764.2177,445.3145,97
