1174.6,418.6,194
1031.8,413.8,436
847,333,454
1045,374.2,455
845,341,464
1049.8,375.4,481
785,415,485
782.2,347.8,523
800,357,549
801,390,552
1041.4,376.6,560
784,389,578
1214.2,422.2,603
796,393,630
1181.8,395.56,639
845,357,398
1019,387,399
1033.48,394.12,430
787.2401,414.28,431
1213.48,421.48,439
1208,416,441
1207,421,442
1020.52,386.92,447
1028.179,392.164,470
1208.2,415,480
890.92,332.2,493
1047,375,504
831.4,364.6,515
1205.762,426.0881,535
844,364,543
794.2,399.4,545
797.8,394.6,550
1040,377,565
1210,419,566
1203,426,567
791.8,393.4,568
737.1281,504.8849,569
1177.478,419.0379,572
1028.179,410.0799,574
769.96,430.12,576
1033,414,577
1205,420,579
830,360,580
830,366,581
801.4,397,583
800.2,356.68,584
1205.762,421.9409,586
1028.676,411.5729,587
1160.557,406.5963,588
1144.632,395.15,590
1021.211,386.6897,593
1099.842,383.2061,595
1031.165,391.6663,597
1219.24,425.8,604
777.356,603.1736,606
1158.368,405.8995,609
1219,426,614
787,413,615
1205,427,616
1208.872,413.992,623
1214.056,428.1617,624
1166,461,627
830,363,628
791,393,629
1039,387,631
1213,410,635
801,397,638
1030,414,640
1207.72,414.28,645
1037.8,386.92,646
1205.416,426.088,648
1207.144,422.632,651
737.5429,506.1291,655
902.7674,469.7996,658
782.1337,606.5577,660
785.7168,538.4773,661
