1046.2,184.6,10
505,82.60001,1
495,95,2
500.2,82.60001,3
500,114,4
1045,185,6
1054,155,7
493,115,8
495.4,95.8,9
493.48,114.76,12
494.92,96.04,13
499.24,113.32,14
1053.64,155.08,15
1045,183.88,16
639.6689,175.1824,18
486.2225,112.9744,21
1053.56,155.2759,23
1046.095,183.1451,24
638.8064,172.9927,25
814.3823,187.3255,26
493.6875,99.5375,27
810.7991,151.4936,28
362,238,29
360.424,237.736,30
498.6641,113.32,31
488.2961,115.048,32
867.7649,237.3904,33
869.4239,232.4138,34
866.9355,237.3905,35
941.5852,263.7667,36
409.4827,273.3218,37
819.6575,90.57954,38
907.545,262.5723,39
950.5432,248.2395,40
939.7936,262.5723,41
911.1282,280.4882,42
