880,432,1193
875,431,1284
695,496,1297
1028.2,555.4,1298
909.4,453.4,1301
862,458,1402
879.4,466.6,1419
907.0001,446.2,1421
757,514.6,1432
908.2,449.8,1435
939.8801,667.72,1437
903.9619,452.4809,1103
862.6,458.2,1194
740.0312,548.4305,1244
903,640,1261
882,435,1277
896.2,440.2,1278
903.4,640.6,1292
741.2753,548.4305,1295
915.4,664.6,1328
1028,556,1358
877,431,1369
939.4,627.4,1370
862.1201,458.92,1371
739.72,548.2,1387
749.885,581.4755,1394
738.5383,568.3371,1395
694,543,1399
893.8094,472.7856,1400
757.8641,514.2161,1407
757,514,1425
757.8641,513.1793,1433
936.6085,628.0568,1447
720.6223,577.295,1449
907.0001,665.8,1450
938,625,1451
901.772,640.4984,1454
902.4401,640.36,1467
906.7487,453.8744,1470
906.4721,666.2801,1472
568.3371,259.7853,1475
881.8,434.2,1476
906.76,664.84,1479
610.6385,256.0529,1481
1098.349,438.9444,1483
1026.188,553.4072,1485
893.2123,470.3968,1486
1025.193,553.4072,1487
695.08,539.56,1488
740.584,548.7761,1490
580.2811,269.7386,1491
907,666,1492
901.0001,637.48,1493
869,463,1495
692.2001,543.592,1497
1027.432,555.688,1498
894.3761,445.096,1499
889.3304,473.7809,1500
900.9425,446.8241,1502
892.6481,441.64,1503
867.7649,461.3393,1505
898.8689,471.7073,1507
1099.842,439.9398,1509
905.7534,451.8837,1511
610.1409,255.4059,1513
1165.534,599.3914,1515
1161.951,588.6418,1516
