1227,427,474
809.8,404.2,550
1222.6,422.2,579
1226.2,415,626
1232.2,430.12,628
1227.88,420.04,629
783.7841,446.824,637
841.0001,375.4,651
1034,394,399
1049.32,401.32,430
1225,418,441
1034.92,394.12,447
856,344,454
855,352,464
1046.095,398.136,470
1062,382,481
901.0001,340.84,493
842.2,377.8,515
788.6801,361,523
807.4,415,545
809,371,549
813,404,552
1055.8,383.8,560
1056,383,565
1227,421,566
802.6,407.8,568
755.7905,527.6945,569
1046.095,419.0379,574
1049,421,577
840,373,580
841,378,581
1043.606,419.0379,587
1180.464,411.5729,588
1035.727,394.9841,593
1111.786,387.9836,594
1046.095,399.1313,595
797.2626,625.5685,598
800.2,429.4,601
1222,429,602
1224.424,415.72,603
1183,464,605
841,376,606
808,408,608
1054.6,393.4,609
1230,411,610
1046,422,613
1223.56,415.72,614
924.1669,491.1992,619
798.2579,625.0708,620
807.2159,559.9764,621
1227.4,421,633
812,399,634
1222.12,422.92,636
1229.8,411.4,639
1064.011,380.2201,645
841,384,646
801,412,647
789,445,648
818.3441,562.6,653
901.2881,341.416,654
801.0641,439.912,655
900.9425,341.0704,656
774.3701,356.3322,659
738.5383,559.3792,662
899.7814,341.4023,663
914.7114,368.2761,664
914.7114,366.4846,666
